x,y,walkable,tile_type,elevation
10,45,0,futureTileType,futureElevationLevel
10,46,0,futureTileType,futureElevationLevel
10,47,0,futureTileType,futureElevationLevel
10,48,0,futureTileType,futureElevationLevel
10,49,0,futureTileType,futureElevationLevel
10,50,0,futureTileType,futureElevationLevel
10,51,1,futureTileType,futureElevationLevel
10,52,0,futureTileType,futureElevationLevel
10,53,0,futureTileType,futureElevationLevel
10,54,1,futureTileType,futureElevationLevel
10,55,0,futureTileType,futureElevationLevel
10,56,0,futureTileType,futureElevationLevel
10,57,1,futureTileType,futureElevationLevel
10,58,0,futureTileType,futureElevationLevel
10,59,0,futureTileType,futureElevationLevel
10,60,0,futureTileType,futureElevationLevel
10,61,0,futureTileType,futureElevationLevel
11,0,0,futureTileType,futureElevationLevel
11,1,1,futureTileType,futureElevationLevel
11,2,0,futureTileType,futureElevationLevel
11,3,0,futureTileType,futureElevationLevel
11,4,0,futureTileType,futureElevationLevel
11,5,0,futureTileType,futureElevationLevel
11,6,1,futureTileType,futureElevationLevel
11,7,0,futureTileType,futureElevationLevel
11,8,1,futureTileType,futureElevationLevel
11,9,0,futureTileType,futureElevationLevel
11,10,1,futureTileType,futureElevationLevel
11,11,0,futureTileType,futureElevationLevel
11,12,1,futureTileType,futureElevationLevel
11,13,0,futureTileType,futureElevationLevel
11,14,1,futureTileType,futureElevationLevel
11,15,1,futureTileType,futureElevationLevel
11,16,0,futureTileType,futureElevationLevel
11,17,0,futureTileType,futureElevationLevel
11,18,0,futureTileType,futureElevationLevel
11,19,1,futureTileType,futureElevationLevel
11,20,1,futureTileType,futureElevationLevel
11,21,0,futureTileType,futureElevationLevel
11,22,0,futureTileType,futureElevationLevel
11,23,0,futureTileType,futureElevationLevel
11,24,0,futureTileType,futureElevationLevel
11,25,0,futureTileType,futureElevationLevel
11,26,0,futureTileType,futureElevationLevel
11,27,0,futureTileType,futureElevationLevel
11,28,1,futureTileType,futureElevationLevel
11,29,1,futureTileType,futureElevationLevel
11,30,1,futureTileType,futureElevationLevel
11,31,0,futureTileType,futureElevationLevel
11,32,1,futureTileType,futureElevationLevel
11,33,0,futureTileType,futureElevationLevel
11,34,1,futureTileType,futureElevationLevel
11,35,0,futureTileType,futureElevationLevel
11,36,0,futureTileType,futureElevationLevel
11,37,0,futureTileType,futureElevationLevel
11,38,0,futureTileType,futureElevationLevel
11,39,0,futureTileType,futureElevationLevel
11,40,1,futureTileType,futureElevationLevel
11,41,1,futureTileType,futureElevationLevel
11,42,0,futureTileType,futureElevationLevel
11,43,1,futureTileType,futureElevationLevel
11,44,1,futureTileType,futureElevationLevel
11,45,0,futureTileType,futureElevationLevel
11,46,0,futureTileType,futureElevationLevel
11,47,1,futureTileType,futureElevationLevel
11,48,0,futureTileType,futureElevationLevel
11,49,0,futureTileType,futureElevationLevel
11,50,1,futureTileType,futureElevationLevel
11,51,1,futureTileType,futureElevationLevel
11,52,0,futureTileType,futureElevationLevel
11,53,0,futureTileType,futureElevationLevel
11,54,0,futureTileType,futureElevationLevel
11,55,0,futureTileType,futureElevationLevel
11,56,0,futureTileType,futureElevationLevel
11,57,0,futureTileType,futureElevationLevel
11,58,1,futureTileType,futureElevationLevel
11,59,0,futureTileType,futureElevationLevel
11,60,0,futureTileType,futureElevationLevel
11,61,1,futureTileType,futureElevationLevel
12,0,0,futureTileType,futureElevationLevel
12,1,0,futureTileType,futureElevationLevel
12,2,0,futureTileType,futureElevationLevel
12,3,0,futureTileType,futureElevationLevel
12,4,1,futureTileType,futureElevationLevel
12,5,0,futureTileType,futureElevationLevel
12,6,0,futureTileType,futureElevationLevel
12,7,0,futureTileType,futureElevationLevel
12,8,0,futureTileType,futureElevationLevel
12,9,0,futureTileType,futureElevationLevel
12,10,0,futureTileType,futureElevationLevel
12,11,1,futureTileType,futureElevationLevel
12,12,1,futureTileType,futureElevationLevel
12,13,0,futureTileType,futureElevationLevel
12,14,1,futureTileType,futureElevationLevel
12,15,1,futureTileType,futureElevationLevel
12,16,0,futureTileType,futureElevationLevel
12,17,0,futureTileType,futureElevationLevel
12,18,0,futureTileType,futureElevationLevel
12,19,0,futureTileType,futureElevationLevel
12,20,0,futureTileType,futureElevationLevel
12,21,0,futureTileType,futureElevationLevel
12,22,1,futureTileType,futureElevationLevel
12,23,1,futureTileType,futureElevationLevel
12,24,1,futureTileType,futureElevationLevel
12,25,1,futureTileType,futureElevationLevel
12,26,1,futureTileType,futureElevationLevel
12,27,0,futureTileType,futureElevationLevel
12,28,1,futureTileType,futureElevationLevel
12,29,0,futureTileType,futureElevationLevel
12,30,1,futureTileType,futureElevationLevel
12,31,0,futureTileType,futureElevationLevel
12,32,0,futureTileType,futureElevationLevel
12,33,0,futureTileType,futureElevationLevel
12,34,0,futureTileType,futureElevationLevel
12,35,0,futureTileType,futureElevationLevel
12,36,1,futureTileType,futureElevationLevel
12,37,0,futureTileType,futureElevationLevel
12,38,0,futureTileType,futureElevationLevel
12,39,0,futureTileType,futureElevationLevel
12,40,0,futureTileType,futureElevationLevel
12,41,0,futureTileType,futureElevationLevel
12,42,1,futureTileType,futureElevationLevel
12,43,0,futureTileType,futureElevationLevel
12,44,1,futureTileType,futureElevationLevel
12,45,0,futureTileType,futureElevationLevel
12,46,0,futureTileType,futureElevationLevel
12,47,0,futureTileType,futureElevationLevel
12,48,0,futureTileType,futureElevationLevel
12,49,0,futureTileType,futureElevationLevel
12,50,0,futureTileType,futureElevationLevel
12,51,0,futureTileType,futureElevationLevel
12,52,0,futureTileType,futureElevationLevel
12,53,1,futureTileType,futureElevationLevel
12,54,0,futureTileType,futureElevationLevel
12,55,0,futureTileType,futureElevationLevel
12,56,0,futureTileType,futureElevationLevel
12,57,0,futureTileType,futureElevationLevel
12,58,0,futureTileType,futureElevationLevel
12,59,1,futureTileType,futureElevationLevel
12,60,0,futureTileType,futureElevationLevel
12,61,0,futureTileType,futureElevationLevel
13,0,0,futureTileType,futureElevationLevel
13,1,0,futureTileType,futureElevationLevel
13,2,1,futureTileType,futureElevationLevel
13,3,0,futureTileType,futureElevationLevel
13,4,1,futureTileType,futureElevationLevel
13,5,0,futureTileType,futureElevationLevel
13,6,0,futureTileType,futureElevationLevel
13,7,0,futureTileType,futureElevationLevel
13,8,0,futureTileType,futureElevationLevel
13,9,0,futureTileType,futureElevationLevel
13,10,1,futureTileType,futureElevationLevel
13,11,1,futureTileType,futureElevationLevel
13,12,1,futureTileType,futureElevationLevel
13,13,1,futureTileType,futureElevationLevel
13,14,0,futureTileType,futureElevationLevel
13,15,1,futureTileType,futureElevationLevel
13,16,0,futureTileType,futureElevationLevel
13,17,0,futureTileType,futureElevationLevel
13,18,0,futureTileType,futureElevationLevel
13,19,1,futureTileType,futureElevationLevel
13,20,0,futureTileType,futureElevationLevel
13,21,0,futureTileType,futureElevationLevel
13,22,0,futureTileType,futureElevationLevel
13,23,1,futureTileType,futureElevationLevel
13,24,0,futureTileType,futureElevationLevel
13,25,0,futureTileType,futureElevationLevel
13,26,0,futureTileType,futureElevationLevel
13,27,0,futureTileType,futureElevationLevel
13,28,1,futureTileType,futureElevationLevel
13,29,1,futureTileType,futureElevationLevel
13,30,0,futureTileType,futureElevationLevel
13,31,0,futureTileType,futureElevationLevel
13,32,1,futureTileType,futureElevationLevel
13,33,1,futureTileType,futureElevationLevel
13,34,1,futureTileType,futureElevationLevel
13,35,1,futureTileType,futureElevationLevel
13,36,0,futureTileType,futureElevationLevel
13,37,0,futureTileType,futureElevationLevel
13,38,0,futureTileType,futureElevationLevel
13,39,0,futureTileType,futureElevationLevel
13,40,0,futureTileType,futureElevationLevel
13,41,0,futureTileType,futureElevationLevel
13,42,1,futureTileType,futureElevationLevel
13,43,0,futureTileType,futureElevationLevel
13,44,0,futureTileType,futureElevationLevel
13,45,0,futureTileType,futureElevationLevel
13,46,0,futureTileType,futureElevationLevel
13,47,0,futureTileType,futureElevationLevel
13,48,0,futureTileType,futureElevationLevel
13,49,0,futureTileType,futureElevationLevel
13,50,1,futureTileType,futureElevationLevel
13,51,0,futureTileType,futureElevationLevel
13,52,0,futureTileType,futureElevationLevel
13,53,0,futureTileType,futureElevationLevel
13,54,1,futureTileType,futureElevationLevel
13,55,1,futureTileType,futureElevationLevel
13,56,0,futureTileType,futureElevationLevel
13,57,0,futureTileType,futureElevationLevel
13,58,0,futureTileType,futureElevationLevel
13,59,0,futureTileType,futureElevationLevel
13,60,0,futureTileType,futureElevationLevel
13,61,0,futureTileType,futureElevationLevel
14,0,0,futureTileType,futureElevationLevel
14,1,0,futureTileType,futureElevationLevel
14,2,1,futureTileType,futureElevationLevel
14,3,0,futureTileType,futureElevationLevel
14,4,1,futureTileType,futureElevationLevel
14,5,0,futureTileType,futureElevationLevel
14,6,0,futureTileType,futureElevationLevel
14,7,0,futureTileType,futureElevationLevel
14,8,1,futureTileType,futureElevationLevel
14,9,0,futureTileType,futureElevationLevel
14,10,1,futureTileType,futureElevationLevel
14,11,0,futureTileType,futureElevationLevel
14,12,0,futureTileType,futureElevationLevel
14,13,1,futureTileType,futureElevationLevel
14,14,1,futureTileType,futureElevationLevel
14,15,1,futureTileType,futureElevationLevel
14,16,1,futureTileType,futureElevationLevel
14,17,1,futureTileType,futureElevationLevel
14,18,1,futureTileType,futureElevationLevel
14,19,0,futureTileType,futureElevationLevel
14,20,1,futureTileType,futureElevationLevel
14,21,0,futureTileType,futureElevationLevel
14,22,0,futureTileType,futureElevationLevel
14,23,0,futureTileType,futureElevationLevel
14,24,0,futureTileType,futureElevationLevel
14,25,0,futureTileType,futureElevationLevel
14,26,1,futureTileType,futureElevationLevel
14,27,0,futureTileType,futureElevationLevel
14,28,0,futureTileType,futureElevationLevel
14,29,1,futureTileType,futureElevationLevel
14,30,1,futureTileType,futureElevationLevel
14,31,0,futureTileType,futureElevationLevel
14,32,0,futureTileType,futureElevationLevel
14,33,0,futureTileType,futureElevationLevel
14,34,0,futureTileType,futureElevationLevel
14,35,0,futureTileType,futureElevationLevel
14,36,0,futureTileType,futureElevationLevel
14,37,1,futureTileType,futureElevationLevel
14,38,1,futureTileType,futureElevationLevel
14,39,1,futureTileType,futureElevationLevel
14,40,0,futureTileType,futureElevationLevel
14,41,0,futureTileType,futureElevationLevel
14,42,0,futureTileType,futureElevationLevel
14,43,0,futureTileType,futureElevationLevel
14,44,1,futureTileType,futureElevationLevel
14,45,1,futureTileType,futureElevationLevel
14,46,0,futureTileType,futureElevationLevel
14,47,1,futureTileType,futureElevationLevel
14,48,0,futureTileType,futureElevationLevel
14,49,0,futureTileType,futureElevationLevel
14,50,1,futureTileType,futureElevationLevel
14,51,0,futureTileType,futureElevationLevel
14,52,0,futureTileType,futureElevationLevel
14,53,1,futureTileType,futureElevationLevel
14,54,0,futureTileType,futureElevationLevel
14,55,0,futureTileType,futureElevationLevel
14,56,1,futureTileType,futureElevationLevel
14,57,0,futureTileType,futureElevationLevel
14,58,0,futureTileType,futureElevationLevel
14,59,1,futureTileType,futureElevationLevel
14,60,0,futureTileType,futureElevationLevel
14,61,0,futureTileType,futureElevationLevel
15,0,1,futureTileType,futureElevationLevel
15,1,0,futureTileType,futureElevationLevel
15,2,0,futureTileType,futureElevationLevel
15,3,0,futureTileType,futureElevationLevel
15,4,1,futureTileType,futureElevationLevel
15,5,0,futureTileType,futureElevationLevel
15,6,0,futureTileType,futureElevationLevel
15,7,0,futureTileType,futureElevationLevel
15,8,0,futureTileType,futureElevationLevel
15,9,1,futureTileType,futureElevationLevel
15,10,0,futureTileType,futureElevationLevel
15,11,0,futureTileType,futureElevationLevel
15,12,1,futureTileType,futureElevationLevel
15,13,1,futureTileType,futureElevationLevel
15,14,0,futureTileType,futureElevationLevel
15,15,1,futureTileType,futureElevationLevel
15,16,0,futureTileType,futureElevationLevel
15,17,0,futureTileType,futureElevationLevel
15,18,1,futureTileType,futureElevationLevel
15,19,0,futureTileType,futureElevationLevel
15,20,0,futureTileType,futureElevationLevel
15,21,0,futureTileType,futureElevationLevel
15,22,0,futureTileType,futureElevationLevel
15,23,1,futureTileType,futureElevationLevel
15,24,0,futureTileType,futureElevationLevel
15,25,0,futureTileType,futureElevationLevel
15,26,0,futureTileType,futureElevationLevel
15,27,1,futureTileType,futureElevationLevel
15,28,0,futureTileType,futureElevationLevel
15,29,0,futureTileType,futureElevationLevel
15,30,1,futureTileType,futureElevationLevel
15,31,0,futureTileType,futureElevationLevel
15,32,1,futureTileType,futureElevationLevel
15,33,0,futureTileType,futureElevationLevel
15,34,0,futureTileType,futureElevationLevel
15,35,0,futureTileType,futureElevationLevel
15,36,0,futureTileType,futureElevationLevel
15,37,0,futureTileType,futureElevationLevel
15,38,0,futureTileType,futureElevationLevel
15,39,0,futureTileType,futureElevationLevel
15,40,1,futureTileType,futureElevationLevel
15,41,1,futureTileType,futureElevationLevel
15,42,0,futureTileType,futureElevationLevel
15,43,0,futureTileType,futureElevationLevel
15,44,1,futureTileType,futureElevationLevel
15,45,0,futureTileType,futureElevationLevel
15,46,1,futureTileType,futureElevationLevel
15,47,0,futureTileType,futureElevationLevel
15,48,0,futureTileType,futureElevationLevel
15,49,1,futureTileType,futureElevationLevel
15,50,0,futureTileType,futureElevationLevel
15,51,0,futureTileType,futureElevationLevel
15,52,0,futureTileType,futureElevationLevel
15,53,0,futureTileType,futureElevationLevel
15,54,0,futureTileType,futureElevationLevel
15,55,0,futureTileType,futureElevationLevel
15,56,0,futureTileType,futureElevationLevel
15,57,0,futureTileType,futureElevationLevel
15,58,0,futureTileType,futureElevationLevel
15,59,1,futureTileType,futureElevationLevel
15,60,0,futureTileType,futureElevationLevel
15,61,0,futureTileType,futureElevationLevel
16,0,0,futureTileType,futureElevationLevel
16,1,0,futureTileType,futureElevationLevel
16,2,1,futureTileType,futureElevationLevel
16,3,0,futureTileType,futureElevationLevel
16,4,0,futureTileType,futureElevationLevel
16,5,0,futureTileType,futureElevationLevel
16,6,1,futureTileType,futureElevationLevel
16,7,0,futureTileType,futureElevationLevel
16,8,0,futureTileType,futureElevationLevel
16,9,1,futureTileType,futureElevationLevel
16,10,0,futureTileType,futureElevationLevel
16,11,0,futureTileType,futureElevationLevel
16,12,1,futureTileType,futureElevationLevel
16,13,1,futureTileType,futureElevationLevel
16,14,1,futureTileType,futureElevationLevel
16,15,1,futureTileType,futureElevationLevel
16,16,1,futureTileType,futureElevationLevel
16,17,1,futureTileType,futureElevationLevel
16,18,0,futureTileType,futureElevationLevel
16,19,0,futureTileType,futureElevationLevel
16,20,0,futureTileType,futureElevationLevel
16,21,0,futureTileType,futureElevationLevel
16,22,0,futureTileType,futureElevationLevel
16,23,0,futureTileType,futureElevationLevel
16,24,1,futureTileType,futureElevationLevel
16,25,0,futureTileType,futureElevationLevel
16,26,1,futureTileType,futureElevationLevel
16,27,0,futureTileType,futureElevationLevel
16,28,1,futureTileType,futureElevationLevel
16,29,1,futureTileType,futureElevationLevel
16,30,1,futureTileType,futureElevationLevel
16,31,0,futureTileType,futureElevationLevel
16,32,1,futureTileType,futureElevationLevel
16,33,0,futureTileType,futureElevationLevel
16,34,0,futureTileType,futureElevationLevel
16,35,0,futureTileType,futureElevationLevel
16,36,1,futureTileType,futureElevationLevel
16,37,0,futureTileType,futureElevationLevel
16,38,1,futureTileType,futureElevationLevel
16,39,0,futureTileType,futureElevationLevel
16,40,1,futureTileType,futureElevationLevel
16,41,1,futureTileType,futureElevationLevel
16,42,1,futureTileType,futureElevationLevel
16,43,1,futureTileType,futureElevationLevel
16,44,0,futureTileType,futureElevationLevel
16,45,1,futureTileType,futureElevationLevel
16,46,0,futureTileType,futureElevationLevel
16,47,0,futureTileType,futureElevationLevel
16,48,1,futureTileType,futureElevationLevel
16,49,1,futureTileType,futureElevationLevel
16,50,0,futureTileType,futureElevationLevel
16,51,0,futureTileType,futureElevationLevel
16,52,0,futureTileType,futureElevationLevel
16,53,0,futureTileType,futureElevationLevel
16,54,0,futureTileType,futureElevationLevel
16,55,0,futureTileType,futureElevationLevel
16,56,0,futureTileType,futureElevationLevel
16,57,0,futureTileType,futureElevationLevel
16,58,1,futureTileType,futureElevationLevel
16,59,0,futureTileType,futureElevationLevel
16,60,0,futureTileType,futureElevationLevel
16,61,1,futureTileType,futureElevationLevel
17,0,0,futureTileType,futureElevationLevel
17,1,1,futureTileType,futureElevationLevel
17,2,0,futureTileType,futureElevationLevel
17,3,0,futureTileType,futureElevationLevel
17,4,1,futureTileType,futureElevationLevel
17,5,1,futureTileType,futureElevationLevel
17,6,0,futureTileType,futureElevationLevel
17,7,0,futureTileType,futureElevationLevel
17,8,0,futureTileType,futureElevationLevel
17,9,0,futureTileType,futureElevationLevel
17,10,0,futureTileType,futureElevationLevel
17,11,1,futureTileType,futureElevationLevel
17,12,1,futureTileType,futureElevationLevel
17,13,0,futureTileType,futureElevationLevel
17,14,0,futureTileType,futureElevationLevel
17,15,0,futureTileType,futureElevationLevel
17,16,0,futureTileType,futureElevationLevel
17,17,0,futureTileType,futureElevationLevel
17,18,0,futureTileType,futureElevationLevel
17,19,0,futureTileType,futureElevationLevel
17,20,0,futureTileType,futureElevationLevel
17,21,1,futureTileType,futureElevationLevel
17,22,0,futureTileType,futureElevationLevel
17,23,0,futureTileType,futureElevationLevel
17,24,0,futureTileType,futureElevationLevel
17,25,1,futureTileType,futureElevationLevel
17,26,0,futureTileType,futureElevationLevel
17,27,0,futureTileType,futureElevationLevel
17,28,1,futureTileType,futureElevationLevel
17,29,1,futureTileType,futureElevationLevel
17,30,0,futureTileType,futureElevationLevel
17,31,0,futureTileType,futureElevationLevel
17,32,0,futureTileType,futureElevationLevel
17,33,1,futureTileType,futureElevationLevel
17,34,0,futureTileType,futureElevationLevel
17,35,0,futureTileType,futureElevationLevel
17,36,0,futureTileType,futureElevationLevel
17,37,0,futureTileType,futureElevationLevel
17,38,0,futureTileType,futureElevationLevel
17,39,0,futureTileType,futureElevationLevel
17,40,1,futureTileType,futureElevationLevel
17,41,0,futureTileType,futureElevationLevel
17,42,0,futureTileType,futureElevationLevel
17,43,0,futureTileType,futureElevationLevel
17,44,0,futureTileType,futureElevationLevel
17,45,0,futureTileType,futureElevationLevel
17,46,1,futureTileType,futureElevationLevel
17,47,0,futureTileType,futureElevationLevel
17,48,1,futureTileType,futureElevationLevel
17,49,0,futureTileType,futureElevationLevel
17,50,1,futureTileType,futureElevationLevel
17,51,0,futureTileType,futureElevationLevel
17,52,0,futureTileType,futureElevationLevel
17,53,1,futureTileType,futureElevationLevel
17,54,0,futureTileType,futureElevationLevel
17,55,0,futureTileType,futureElevationLevel
17,56,1,futureTileType,futureElevationLevel
17,57,0,futureTileType,futureElevationLevel
17,58,0,futureTileType,futureElevationLevel
17,59,0,futureTileType,futureElevationLevel
17,60,0,futureTileType,futureElevationLevel
17,61,0,futureTileType,futureElevationLevel
18,0,0,futureTileType,futureElevationLevel
18,1,0,futureTileType,futureElevationLevel
18,2,0,futureTileType,futureElevationLevel
18,3,0,futureTileType,futureElevationLevel
18,4,0,futureTileType,futureElevationLevel
18,5,0,futureTileType,futureElevationLevel
18,6,1,futureTileType,futureElevationLevel
18,7,0,futureTileType,futureElevationLevel
18,8,0,futureTileType,futureElevationLevel
18,9,0,futureTileType,futureElevationLevel
18,10,0,futureTileType,futureElevationLevel
18,11,0,futureTileType,futureElevationLevel
18,12,0,futureTileType,futureElevationLevel
18,13,1,futureTileType,futureElevationLevel
18,14,1,futureTileType,futureElevationLevel
18,15,0,futureTileType,futureElevationLevel
18,16,1,futureTileType,futureElevationLevel
18,17,1,futureTileType,futureElevationLevel
18,18,0,futureTileType,futureElevationLevel
18,19,0,futureTileType,futureElevationLevel
18,20,1,futureTileType,futureElevationLevel
18,21,0,futureTileType,futureElevationLevel
18,22,0,futureTileType,futureElevationLevel
18,23,0,futureTileType,futureElevationLevel
18,24,0,futureTileType,futureElevationLevel
18,25,1,futureTileType,futureElevationLevel
18,26,0,futureTileType,futureElevationLevel
18,27,0,futureTileType,futureElevationLevel
18,28,0,futureTileType,futureElevationLevel
18,29,1,futureTileType,futureElevationLevel
18,30,0,futureTileType,futureElevationLevel
18,31,0,futureTileType,futureElevationLevel
18,32,1,futureTileType,futureElevationLevel
18,33,1,futureTileType,futureElevationLevel
18,34,0,futureTileType,futureElevationLevel
18,35,0,futureTileType,futureElevationLevel
18,36,0,futureTileType,futureElevationLevel
18,37,0,futureTileType,futureElevationLevel
18,38,0,futureTileType,futureElevationLevel
18,39,0,futureTileType,futureElevationLevel
18,40,1,futureTileType,futureElevationLevel
18,41,0,futureTileType,futureElevationLevel
18,42,0,futureTileType,futureElevationLevel
18,43,0,futureTileType,futureElevationLevel
18,44,0,futureTileType,futureElevationLevel
18,45,1,futureTileType,futureElevationLevel
18,46,0,futureTileType,futureElevationLevel
18,47,1,futureTileType,futureElevationLevel
18,48,0,futureTileType,futureElevationLevel
18,49,1,futureTileType,futureElevationLevel
18,50,0,futureTileType,futureElevationLevel
18,51,0,futureTileType,futureElevationLevel
18,52,1,futureTileType,futureElevationLevel
18,53,0,futureTileType,futureElevationLevel
18,54,0,futureTileType,futureElevationLevel
18,55,0,futureTileType,futureElevationLevel
18,56,0,futureTileType,futureElevationLevel
18,57,0,futureTileType,futureElevationLevel
18,58,0,futureTileType,futureElevationLevel
18,59,0,futureTileType,futureElevationLevel
18,60,0,futureTileType,futureElevationLevel
18,61,1,futureTileType,futureElevationLevel
19,0,0,futureTileType,futureElevationLevel
19,1,0,futureTileType,futureElevationLevel
19,2,0,futureTileType,futureElevationLevel
19,3,0,futureTileType,futureElevationLevel
19,4,0,futureTileType,futureElevationLevel
19,5,1,futureTileType,futureElevationLevel
19,6,0,futureTileType,futureElevationLevel
19,7,1,futureTileType,futureElevationLevel
19,8,0,futureTileType,futureElevationLevel
19,9,0,futureTileType,futureElevationLevel
19,10,1,futureTileType,futureElevationLevel
19,11,0,futureTileType,futureElevationLevel
19,12,1,futureTileType,futureElevationLevel
19,13,0,futureTileType,futureElevationLevel
19,14,1,futureTileType,futureElevationLevel
19,15,0,futureTileType,futureElevationLevel
19,16,1,futureTileType,futureElevationLevel
19,17,1,futureTileType,futureElevationLevel
19,18,0,futureTileType,futureElevationLevel
19,19,0,futureTileType,futureElevationLevel
19,20,0,futureTileType,futureElevationLevel
19,21,0,futureTileType,futureElevationLevel
19,22,1,futureTileType,futureElevationLevel
19,23,1,futureTileType,futureElevationLevel
19,24,0,futureTileType,futureElevationLevel
19,25,0,futureTileType,futureElevationLevel
19,26,0,futureTileType,futureElevationLevel
19,27,0,futureTileType,futureElevationLevel
19,28,0,futureTileType,futureElevationLevel
19,29,0,futureTileType,futureElevationLevel
19,30,0,futureTileType,futureElevationLevel
19,31,0,futureTileType,futureElevationLevel
19,32,0,futureTileType,futureElevationLevel
19,33,1,futureTileType,futureElevationLevel
19,34,1,futureTileType,futureElevationLevel
19,35,1,futureTileType,futureElevationLevel
19,36,0,futureTileType,futureElevationLevel
19,37,0,futureTileType,futureElevationLevel
19,38,1,futureTileType,futureElevationLevel
19,39,0,futureTileType,futureElevationLevel
19,40,0,futureTileType,futureElevationLevel
19,41,0,futureTileType,futureElevationLevel
19,42,0,futureTileType,futureElevationLevel
19,43,0,futureTileType,futureElevationLevel
19,44,0,futureTileType,futureElevationLevel
19,45,0,futureTileType,futureElevationLevel
19,46,1,futureTileType,futureElevationLevel
19,47,0,futureTileType,futureElevationLevel
19,48,0,futureTileType,futureElevationLevel
19,49,0,futureTileType,futureElevationLevel
19,50,0,futureTileType,futureElevationLevel
19,51,1,futureTileType,futureElevationLevel
19,52,1,futureTileType,futureElevationLevel
19,53,0,futureTileType,futureElevationLevel
19,54,0,futureTileType,futureElevationLevel
19,55,0,futureTileType,futureElevationLevel
19,56,1,futureTileType,futureElevationLevel
19,57,0,futureTileType,futureElevationLevel
19,58,0,futureTileType,futureElevationLevel
19,59,0,futureTileType,futureElevationLevel
19,60,0,futureTileType,futureElevationLevel
19,61,0,futureTileType,futureElevationLevel
20,0,0,futureTileType,futureElevationLevel
20,1,1,futureTileType,futureElevationLevel
20,2,0,futureTileType,futureElevationLevel
20,3,0,futureTileType,futureElevationLevel
20,4,1,futureTileType,futureElevationLevel
20,5,1,futureTileType,futureElevationLevel
20,6,0,futureTileType,futureElevationLevel
20,7,0,futureTileType,futureElevationLevel
20,8,1,futureTileType,futureElevationLevel
20,9,1,futureTileType,futureElevationLevel
20,10,1,futureTileType,futureElevationLevel
20,11,1,futureTileType,futureElevationLevel
20,12,0,futureTileType,futureElevationLevel
20,13,0,futureTileType,futureElevationLevel
20,14,1,futureTileType,futureElevationLevel
20,15,0,futureTileType,futureElevationLevel
20,16,1,futureTileType,futureElevationLevel
20,17,0,futureTileType,futureElevationLevel
20,18,0,futureTileType,futureElevationLevel
20,19,1,futureTileType,futureElevationLevel
20,20,0,futureTileType,futureElevationLevel
20,21,1,futureTileType,futureElevationLevel
20,22,0,futureTileType,futureElevationLevel
20,23,0,futureTileType,futureElevationLevel
20,24,0,futureTileType,futureElevationLevel
20,25,0,futureTileType,futureElevationLevel
20,26,0,futureTileType,futureElevationLevel
20,27,0,futureTileType,futureElevationLevel
20,28,0,futureTileType,futureElevationLevel
20,29,1,futureTileType,futureElevationLevel
20,30,0,futureTileType,futureElevationLevel
20,31,1,futureTileType,futureElevationLevel
20,32,0,futureTileType,futureElevationLevel
20,33,0,futureTileType,futureElevationLevel
20,34,0,futureTileType,futureElevationLevel
20,35,0,futureTileType,futureElevationLevel
20,36,1,futureTileType,futureElevationLevel
20,37,0,futureTileType,futureElevationLevel
20,38,1,futureTileType,futureElevationLevel
20,39,0,futureTileType,futureElevationLevel
20,40,1,futureTileType,futureElevationLevel
20,41,1,futureTileType,futureElevationLevel
20,42,0,futureTileType,futureElevationLevel
20,43,0,futureTileType,futureElevationLevel
20,44,0,futureTileType,futureElevationLevel
20,45,1,futureTileType,futureElevationLevel
20,46,1,futureTileType,futureElevationLevel
20,47,0,futureTileType,futureElevationLevel
20,48,0,futureTileType,futureElevationLevel
20,49,0,futureTileType,futureElevationLevel
20,50,0,futureTileType,futureElevationLevel
20,51,0,futureTileType,futureElevationLevel
20,52,0,futureTileType,futureElevationLevel
20,53,0,futureTileType,futureElevationLevel
20,54,0,futureTileType,futureElevationLevel
20,55,0,futureTileType,futureElevationLevel
20,56,0,futureTileType,futureElevationLevel
20,57,0,futureTileType,futureElevationLevel
20,58,1,futureTileType,futureElevationLevel
20,59,1,futureTileType,futureElevationLevel
20,60,1,futureTileType,futureElevationLevel
20,61,0,futureTileType,futureElevationLevel
21,0,0,futureTileType,futureElevationLevel
21,1,1,futureTileType,futureElevationLevel
21,2,1,futureTileType,futureElevationLevel
21,3,1,futureTileType,futureElevationLevel
21,4,1,futureTileType,futureElevationLevel
21,5,0,futureTileType,futureElevationLevel
21,6,1,futureTileType,futureElevationLevel
21,7,0,futureTileType,futureElevationLevel
21,8,0,futureTileType,futureElevationLevel
21,9,0,futureTileType,futureElevationLevel
21,10,0,futureTileType,futureElevationLevel
21,11,1,futureTileType,futureElevationLevel
21,12,1,futureTileType,futureElevationLevel
21,13,0,futureTileType,futureElevationLevel
21,14,1,futureTileType,futureElevationLevel
21,15,1,futureTileType,futureElevationLevel
21,16,0,futureTileType,futureElevationLevel
21,17,0,futureTileType,futureElevationLevel
21,18,0,futureTileType,futureElevationLevel
21,19,0,futureTileType,futureElevationLevel
21,20,0,futureTileType,futureElevationLevel
21,21,0,futureTileType,futureElevationLevel
21,22,0,futureTileType,futureElevationLevel
21,23,0,futureTileType,futureElevationLevel
21,24,1,futureTileType,futureElevationLevel
21,25,0,futureTileType,futureElevationLevel
21,26,0,futureTileType,futureElevationLevel
21,27,0,futureTileType,futureElevationLevel
